,question,answer
2549,101 4567 782 8038 5310 3417 2595 5868 5843 5606 4142 4568 4307 2600 6835 102,101 5310 3417 2595 5868 5843 5606 4142 4638 2642 5442 712 6206 1377 1139 4385 6228 1213 678 7360 510 4706 1184 7946 2512 510 4519 1045 510 3837 3801 5023 679 6844 511 852 3315 4567 3418 2945 1071 1355 4567 6956 855 679 1398 8024 2382 833 3300 679 1398 4638 4706 2419 3121 1359 511 102
2550,101 4567 782 8038 4157 4307 4635 4508 4567 1728 2600 6835 102,101 4157 4307 4635 4508 1914 2247 754 3633 2382 4638 4495 4415 4385 6496 8024 738 1377 4507 7450 5826 2697 3381 510 6768 2544 1912 839 8020 1963 2900 4508 6158 7305 2915 1327 510 6158 7028 4289 4790 839 8021 1469 5143 5320 2595 4565 4567 8020 1963 5513 4142 510 839 2170 510 3688 5296 6001 4567 5023 8021 2471 6629 511 102
2551,101 4567 782 8038 3956 1062 6117 1429 6001 4567 7564 7344 2974 3177 102,101 809 678 2974 3177 1377 809 7360 856 3315 4567 4638 1355 4495 7599 7372 8038 122 510 2226 7030 6912 1048 1343 4565 4567 3274 1355 1765 1277 511 123 510 1075 2768 1310 4495 4638 7650 7608 739 2679 8024 679 7650 4495 3717 8024 679 1391 4495 7608 1469 679 2397 1112 4638 7608 4289 511 124 510 3800 2692 702 782 1350 1453 1741 4384 1862 1310 4495 8024 2418 1249 3819 2797 510 3819 4074 8024 1249 2802 2812 1310 4495 8024 2137 3309 2137 1277 1818 2190 2961 3786 4289 6822 6121 3867 3681 511 125 510 1075 2768 6226 2526 7248 4159 4638 739 2679 8024 1872 2487 860 6574 8024 2990 7770 3322 860 1048 4554 1213 511 102
2552,101 4567 782 8038 1476 1565 3157 7564 7344 2974 3177 102,101 6890 837 2193 5636 4638 1476 1565 3157 3187 3791 7564 7344 8024 852 4507 4868 5307 5275 5335 4606 510 1952 5455 2357 6609 4294 8020 3694 8021 5341 1394 2519 5023 4565 4567 2471 6629 4638 1476 1565 3157 8024 1762 1476 1565 3157 1139 4385 1184 4916 3353 2190 1333 1355 4567 6822 6121 3780 4545 8024 1377 5543 833 7360 856 1476 1565 3157 1139 4385 4638 3519 4372 511 102
2553,101 5739 3152 1399 4917 8038 7770 7165 6117 4568 102,101 150 8179 9063 8374 11309 9736 8321 102
2554,101 4567 782 8038 3698 5052 1184 7313 7395 2697 3381 7305 6402 2900 2519 102,101 122 510 1139 4385 1898 1674 510 1355 7509 679 3926 2772 1439 1590 7509 511 123 510 845 3300 1355 4178 510 7608 3617 1121 6842 510 726 1213 511 124 510 1139 4385 1071 800 698 7028 510 2898 5330 2772 6822 2245 2595 4568 4307 860 2519 511 809 677 1772 7444 1350 3198 2218 1278 1486 6418 511 102
2555,101 4567 782 8038 1059 6716 1798 7028 4568 5491 3187 1213 4495 3833 5052 4415 102,101 122 510 924 2898 2147 1079 2128 7474 510 3146 3815 1350 4958 3698 3837 6858 511 123 510 2642 5442 6206 1075 2768 5679 1962 4638 4495 3833 739 2679 8024 3800 2692 828 2622 8024 6912 1048 1227 5168 8024 6912 1048 4228 1915 2772 2658 5328 3797 1220 5023 511 124 510 3800 2692 702 782 1310 4495 8024 1249 2940 6132 4289 8024 1217 2487 1366 5579 1350 4649 5502 2844 4415 511 125 510 1350 3198 1872 3924 6132 4289 8024 6912 1048 1358 1117 8024 7344 3632 2697 1088 4638 1355 4495 511 126 510 7270 3309 1309 2414 2642 5442 8024 2157 2247 6206 976 1962 2844 4415 8024 1377 886 4500 3698 1807 2414 8024 2400 2137 3198 5314 2642 5442 5436 6716 8024 1398 3198 3800 2692 924 2898 2414 7215 1469 6132 4289 4638 2397 4272 510 3146 3815 8024 6912 1048 1327 4555 4638 1355 4495 511 127 510 1377 1762 1278 4495 4638 2900 2193 678 8024 6844 2496 6822 6121 6817 1220 8024 809 1872 2487 2642 5442 4638 860 1213 1350 5491 5489 1213 7030 8024 102
2556,101 2218 6402 4906 2147 8038 100 1909 102,101 2642 5442 6858 2382 7444 6206 1168 704 1278 4906 510 1036 4906 6822 6121 2218 6402 511 102
2557,101 4567 782 8038 6890 837 2595 745 1045 4280 3315 6574 1355 4567 4372 102,101 6890 837 2595 745 1045 4280 3315 6574 6772 5383 6224 8024 1355 4567 4372 711 122 120 8412 172 122 120 8623 511 102
2558,101 4567 782 8038 3633 704 5837 2501 5649 7305 6402 2900 2519 102,101 122 510 3189 2382 4495 3833 704 1355 4385 5632 2346 5649 1928 3300 2460 2382 511 123 510 845 1355 4178 510 1366 1079 5273 3157 510 4133 4578 511 124 510 1139 4385 1071 800 2460 2382 2658 1105 511 809 677 7557 1350 3198 2218 1278 1486 6418 511 102
2559,101 4567 782 8038 4649 678 5544 6574 5489 5715 5514 4567 4565 4567 2137 721 102,101 4649 678 5544 6574 5489 5715 5514 4567 8020 100 100 8021 3221 809 4294 2460 2595 2229 7361 2595 1355 868 4638 4649 678 5544 5505 2231 4142 2595 5310 5688 2772 3157 1779 711 4294 2519 4638 4565 4567 511 3315 4567 5383 6224 8024 712 6206 1355 4495 754 1036 4997 1350 5503 5523 1957 2595 511 3315 4567 4638 4567 1728 2213 679 3209 4802 8024 6402 3171 712 6206 898 2945 4567 4415 2110 3466 3389 511 2642 5442 707 2414 6134 4385 711 4649 678 5310 5688 8024 1962 1355 754 1724 5501 510 6718 2397 8024 809 1920 5597 847 904 3291 2382 6224 511 3315 4567 3300 5632 2689 967 1403 8024 671 5663 7564 1400 5679 1962 511 102
2560,101 4567 782 8038 100 118 100 5341 1394 2519 707 2414 1146 5102 102,101 1744 1079 2199 100 118 100 5341 1394 2519 4638 707 2414 5307 6814 1146 711 809 678 676 3309 8038 122 510 5018 100 3309 8020 7565 1079 7770 1327 3309 8021 4507 754 7568 7474 5549 2772 7474 5549 4977 6117 3410 2501 2768 5445 2193 5636 7565 1079 1327 1285 7770 8024 772 4495 1928 4578 510 2626 2552 5023 671 5143 1154 7565 1079 1327 1872 7770 4638 6134 4385 511 3466 3389 1377 1355 4385 5554 5550 3890 1327 1213 1285 7770 1469 6117 3756 1872 2571 511 123 510 5018 100 3309 8020 5102 849 2697 3381 3309 8021 3840 6134 2772 3918 6956 7474 5549 1353 1908 6117 3410 2501 2768 8024 845 3300 1355 4178 511 3187 5826 6117 4568 1469 5569 5514 1920 8024 2834 4495 5162 3780 4545 3187 3126 511 124 510 5018 100 3309 8020 1492 6117 3309 8021 809 1492 6117 711 712 6206 6134 4385 8024 2400 845 3300 5541 6956 4567 1359 8024 5541 6956 100 5296 704 1377 6224 1168 2229 7361 2595 5310 5688 4307 7346 2512 102
2561,101 4567 782 8038 5790 4289 2595 7965 4142 2600 6835 102,101 2642 5442 2418 3633 4802 6371 6399 1168 679 2623 2496 4500 5790 4638 1400 3362 8024 3121 1359 4010 4500 5790 4289 4638 739 2679 8024 6912 1048 1086 3613 2642 677 5790 4289 2595 7965 4142 511 102
2562,101 4567 782 8038 2768 782 100 5301 5528 4635 6117 4567 120 3900 2349 4606 671 5663 7564 1400 102,101 2768 782 100 5301 5528 4635 6117 4567 120 3900 2349 4606 671 5663 7564 1400 3353 2345 511 2593 2595 1798 1469 3900 2349 4606 1798 2642 5442 1963 3362 3313 5307 3780 4545 8024 1914 3144 1762 4802 6402 1400 3144 1453 2772 3144 3299 1079 3647 767 511 2714 2595 2642 5442 704 6818 123 120 124 4638 782 1762 4802 6402 1400 123 119 126 2399 1079 3647 767 511 102
2563,101 4567 782 8038 2593 2595 1305 800 2595 5310 5606 4142 4568 4307 102,101 3837 3801 510 5310 5606 1041 6117 510 4713 5310 5606 1041 6117 7463 1139 119 119 119 510 4519 1045 510 4706 2241 1914 510 5555 2595 1146 3789 4289 510 1908 6228 102
2564,101 4567 782 8038 5541 5587 3491 7755 2835 3221 1415 1278 924 102,101 6956 1146 5790 4289 510 5450 3332 510 6402 3780 7555 4680 1762 1278 924 2845 7218 5745 1741 8024 1072 860 2845 7218 3683 891 6435 1486 6418 2496 1765 1278 7368 1278 924 704 2552 511 102
2565,101 4567 782 8038 3173 4495 1036 1498 678 5341 1394 2519 5790 4289 3780 4545 102,101 122 510 6768 4568 2642 1036 1377 4500 123 110 4823 7000 3705 7165 3988 3890 3926 3815 1366 5579 8024 1086 4500 1169 7450 5826 5162 7824 5498 3779 3864 1366 5579 7945 5606 8024 809 914 6822 3780 2689 511 123 510 2553 6206 3198 1377 4500 122 110 4823 7000 3705 7165 3988 3890 3819 5517 8024 6858 2382 3819 5517 122 172 123 3613 1400 8024 1445 1402 1315 1377 977 3632 511 102
2566,101 4567 782 8038 5554 5848 5367 3300 784 720 4568 4307 8043 102,101 5554 5848 5367 4638 4568 4307 707 2414 6134 4385 3300 1928 3238 510 1928 4578 510 1927 4706 1914 3457 8024 2797 6639 1355 7937 8024 6818 752 6381 2554 5375 2938 8024 4415 6237 1213 510 1161 3171 1213 6822 6121 2595 1121 6842 8024 2190 5632 2346 4638 1998 1399 510 2399 7977 1772 679 5543 3633 4802 1726 5031 8024 5307 2382 1586 1586 5632 6427 8024 6890 2563 8024 1912 1139 679 4761 2495 6854 8024 3635 2578 679 4937 8024 6121 1220 6826 5353 8024 698 7028 5442 1377 1139 4385 7448 7588 510 4590 1438 511 102
2567,101 4906 2147 8038 772 1400 5375 745 102,101 704 1278 4906 117 772 4906 117 1967 4906 102
2568,101 4567 782 8038 4663 7000 2340 3709 3703 3763 3215 4275 671 3613 1391 1126 5108 102,101 4663 7000 2340 3709 3703 3763 3215 4275 711 7444 6206 1762 1278 4495 2900 2193 678 886 4500 4638 2834 2697 3381 5102 1905 3175 5790 8024 671 3613 1391 1126 5108 8024 1278 4495 833 3418 2945 3680 702 782 4638 4567 2658 1469 860 6574 4638 2345 2460 8024 1169 2137 1394 6844 4638 4500 5790 6369 1153 8024 1728 3634 4500 3791 4500 7030 1728 782 5445 2460 8024 6435 6474 6905 1278 1671 4500 5790 511 7444 6206 3800 2692 4638 3221 1391 4663 7000 2340 3709 3703 3763 3215 4275 3198 8024 6912 1048 7650 6983 2772 1419 6983 5125 4638 7650 3160 8024 1415 1156 833 2512 1510 3780 4545 6820 3300 1377 5543 1217 7028 679 5679 1353 2418 511 4507 754 4663 7000 2340 3709 3703 3763 3215 4275 2159 3211 2471 6629 2626 2552 510 1445 1402 510 5592 6956 679 6844 510 5592 3811 510 7608 3617 679 2920 510 5592 4578 510 3867 1265 679 5679 5023 5517 5499 1353 2418 8024 2792 809 671 5663 2456 6379 7649 1400 671 2207 3198 722 1400 4500 5790 511 4663 7000 2340 3709 3703 3763 3215 833 886 2642 102
2569,101 4567 782 8038 7599 4178 1495 1644 1391 784 720 5790 3632 1495 8043 102,101 7599 4178 1495 1644 2900 1912 2697 7599 4178 2792 5636 4638 1495 1644 511 2382 3300 1495 1644 679 4272 510 4588 5682 7942 5445 4932 8024 1377 845 1928 4578 510 2586 7599 510 1139 3731 8024 5649 5726 5946 7942 8024 5549 3859 3144 5023 4568 4307 511 2382 4500 3780 4545 7599 4178 1495 1644 4638 5790 4289 3300 8038 122 8024 4541 7599 6237 6134 5790 8038 809 5946 5792 510 3433 1383 510 5825 5709 5023 4541 7599 3926 4178 5790 1469 1184 5529 510 3435 3453 510 3331 785 5023 2146 5511 3632 1495 5790 711 712 6206 2768 1146 511 3926 4178 680 3632 1495 2400 7028 8024 4500 754 7599 4178 6134 6395 1059 6716 4568 4307 3209 3227 4638 1495 1644 511 886 4500 722 1184 2418 3800 2692 833 981 3300 2626 2552 510 1445 1402 8024 684 2190 754 7599 2170 2792 5636 1495 1644 2418 2708 4500 511 2382 4500 704 2768 5790 3300 7599 4178 1495 1644 5540 1718 5023 511 123 8024 2146 5511 3632 1495 5790 8038 809 6026 5519 510 2335 6564 3678 510 3331 785 5023 102
2570,101 4567 782 8038 5852 1075 679 5679 7650 7608 6444 4415 102,101 5852 1075 679 5679 4638 1355 4495 680 1908 1355 680 679 4906 2110 4638 7650 7608 739 2679 2166 1147 4685 1068 8024 2642 5442 1762 4916 3353 6981 1394 5790 4289 2190 4568 3780 4545 4638 1398 3198 8024 6820 6206 4294 1166 7028 6228 7650 7608 2844 4415 8024 1075 2768 5679 1962 4638 7650 7608 739 2679 8024 3300 1164 754 2971 1169 4567 2658 8024 7344 3632 1908 1355 511 102
2571,101 4567 782 8038 704 3681 2595 5554 4567 860 3419 3466 3389 102,101 1278 4495 833 3466 3389 2642 5442 4638 6117 1327 510 5549 3011 510 1461 1429 7574 4372 809 1350 860 3946 8024 1398 3198 6225 2175 2642 5442 3221 1415 3300 958 2591 7481 2159 2400 680 2642 5442 6822 6121 769 6448 8024 6225 2175 2642 5442 4868 2562 3221 1415 3926 3504 8024 6956 1146 704 3681 2595 5554 4567 4638 2642 5442 1377 5543 833 1139 4385 2692 6399 3563 5128 510 100 1965 510 4493 5635 3210 6837 5023 860 2519 511 102
2572,101 4567 782 8038 5466 689 2595 4649 5502 4617 2218 6402 4906 2147 102,101 122 510 2642 5442 1139 4385 4649 2938 4568 4307 671 5663 1377 1168 4649 5502 4906 2218 6402 511 123 510 4802 6402 2100 1762 2626 2595 5514 4606 5442 1377 1184 2518 5514 4606 4906 2218 6402 511 102
2573,101 3780 2689 4372 8038 4649 678 5544 6574 5489 5715 5514 4567 102,101 3257 679 1920 3416 3315 3144 2945 4777 4955 511 102
2574,101 5632 2689 2595 8038 2768 7024 5301 5528 4606 102,101 3315 4567 671 5663 679 5543 5632 2689 8024 7444 2642 5442 4916 3353 2218 1278 3780 4545 8024 6912 1048 4565 4567 6822 671 3635 1355 2245 511 102
2575,101 3780 2689 2595 8038 1333 1355 2595 7346 6887 2626 2595 3900 2349 4606 102,101 5307 6814 1350 3198 4638 3780 4545 8024 1920 1914 1377 809 6809 1168 707 2414 3780 2689 511 102
2576,101 4906 2147 8038 1044 1921 2595 6117 5052 5848 5367 2595 4649 5502 2460 5682 5341 1394 2519 102,101 2207 1036 4906 117 4649 5502 4906 117 4706 4906 102
2577,101 4567 782 8038 1445 6117 7946 912 860 3419 3466 3389 102,101 712 6206 3221 3389 4692 2642 5442 3221 1415 3300 5498 4567 7481 2159 510 6055 6033 4582 510 5498 2958 510 5592 1880 7474 5549 3289 2476 510 5592 3717 510 5498 6574 6772 4801 510 5569 5514 1920 510 860 7028 6814 6768 5023 860 2519 511 102
2578,101 1355 4567 6956 855 8038 5501 860 7937 3312 102,101 678 5501 117 677 5501 102
2579,101 4567 782 8038 6117 5052 4582 860 3419 3466 3389 102,101 1278 4495 7674 1044 833 6225 2175 4649 2938 4638 855 5390 510 1920 2207 510 7582 5682 510 6804 5357 510 2229 6956 3300 3187 7384 6629 510 6134 7481 3221 1415 3300 1139 6117 510 4788 3971 5023 511 102
2580,101 4567 782 8038 5326 1355 2595 1265 5555 2595 5592 5606 4142 2218 1278 1114 1906 102,101 122 510 3025 2372 6716 819 6395 510 1278 924 1305 510 2218 1278 1305 5023 8024 2642 5442 2418 3300 2157 2247 7373 1398 511 123 510 1377 5543 833 6822 6121 5592 6956 4638 3466 3389 8024 2226 7030 4959 2160 3351 6132 4289 3175 912 3466 3389 511 124 510 1440 4761 1278 4495 1072 860 4567 1380 5023 2658 1105 511 125 510 5735 6818 3309 3300 2218 6402 5307 1325 8024 1377 809 3025 2372 4685 1068 4567 1325 510 3466 3389 2845 1440 510 1265 7741 1296 5023 126 510 1377 2128 2961 2157 2247 7373 1398 2218 1278 511 127 510 2642 5442 1377 2990 1184 1114 1906 2682 6206 1486 6418 4638 7309 7579 3926 1296 511 102
2581,101 4567 782 8038 1928 6956 5679 2595 5299 5302 5301 5528 1872 4495 4568 4500 5790 2844 4415 102,101 886 4500 5131 4649 6574 4080 5162 510 4800 7000 5405 3714 1614 1469 7252 7474 1177 5023 5790 4289 3780 4545 3198 7444 6206 3800 2692 2229 6956 4545 3126 1469 1059 6716 679 5679 1353 2418 8024 1963 1139 4385 2697 3381 4568 4307 1217 7028 510 698 7028 4638 2626 2552 510 1445 1402 510 5592 3811 510 5592 6956 4570 2908 5023 5517 5499 6887 1353 2418 3198 7444 6206 1350 3198 1440 4761 1278 4495 511 102
2582,101 4567 782 8038 1355 5509 679 5679 4582 7564 7344 102,101 924 2898 5679 1962 4638 2552 2578 7478 2382 7028 6206 8024 924 2898 2552 2658 5653 4517 8024 3300 727 6225 510 6485 6809 4638 5125 4868 510 1780 2487 2773 5526 4565 4567 4638 928 2552 511 679 6206 2607 2672 8024 1372 3300 6821 3416 8024 2798 5543 6444 1220 782 4638 712 6225 5543 1220 2595 8024 2990 7770 3322 860 4638 1048 4554 1216 5543 511 102
2583,101 4567 782 8038 3187 3322 4840 704 3681 2512 1008 2110 3466 3389 102,101 5541 6956 100 1377 2990 4850 5511 6956 4638 4567 1359 8024 1377 5543 833 6224 1168 1352 5511 2408 3793 2593 2595 4142 4568 510 1352 904 5541 5579 2208 7030 4916 3890 1469 1352 5511 2477 4035 2595 3157 4275 2512 511 102
2584,101 4567 782 8038 4563 4578 2595 5544 5505 4548 4567 4415 3466 3389 102,101 5299 5302 4567 4415 3466 3389 4649 678 5544 5505 2207 1383 2810 1920 510 677 4919 1469 4960 1139 8024 1071 7313 2207 3448 1121 2208 510 1359 5301 8039 4696 4649 5299 5302 5636 2166 8024 1331 2428 1872 1217 8024 1126 725 5375 726 5544 5505 5299 5302 511 5540 1333 1772 6574 1265 8024 2898 5330 3198 7313 6772 7270 4638 2938 2154 1377 6224 1920 4275 4638 1776 3647 5299 5302 1469 1139 6117 511 102
2585,101 4567 782 8038 2647 7420 1795 6814 7270 4568 1908 6402 7557 4761 102,101 6905 1278 1671 2137 3309 1908 3389 8024 2642 5442 1908 6402 3198 7444 3025 2372 677 3613 2218 6402 4638 4567 1325 510 4685 1068 3466 3389 5310 3362 1350 5790 3175 8024 809 912 1278 4495 3291 1962 1765 749 6237 4567 2658 511 102
2586,101 4567 782 8038 678 5501 5514 5515 1071 800 3466 3389 102,101 6820 1377 6121 6117 5052 6863 2512 8020 1259 2886 1220 5549 6863 2512 1350 7474 5549 6863 2512 8021 510 6117 3837 1745 1350 5491 4510 1745 3466 3389 510 3900 2349 5052 6863 2512 5023 3466 3389 511 102
2587,101 4567 782 8038 2797 5580 5588 7494 1718 5514 3780 4545 6589 4500 102,101 3780 4545 6589 4500 1377 2100 1762 3209 3227 702 860 2345 2460 8024 1072 860 6589 4500 680 2792 6848 4638 1278 7368 510 3780 4545 3175 3428 510 1278 924 3124 5032 5023 3300 1068 511 102
2588,101 4906 2147 8038 5649 5491 7937 4591 102,101 2593 6402 4906 117 4868 5307 1079 4906 102
2589,101 4567 782 8038 5533 7755 1079 100 7755 6763 7755 4567 1825 3315 4567 1728 102,101 122 510 1044 1921 2595 3315 4567 1962 1355 754 7946 782 1036 4997 8024 1377 5543 680 1044 1921 6890 837 3300 1068 511 123 510 1912 839 2595 3300 782 6371 711 1912 839 833 2938 839 100 3352 8024 2193 5636 5533 7755 1400 1079 904 4495 7270 7397 4809 8024 794 5445 1355 4495 3315 4567 511 124 510 1071 800 3300 4777 4955 3227 4850 8024 3315 4567 1377 5543 680 2642 6956 4638 6117 6121 7397 4809 2772 2642 5442 4638 1079 1146 3789 7397 4809 3300 1068 511 102
2590,101 4567 782 8038 1044 1921 2595 5498 1079 5519 5052 1718 4307 2810 2476 4568 7564 7344 102,101 978 2434 3136 5509 809 7564 7344 1469 3780 4545 5519 5052 4142 711 712 6206 3175 3791 8024 7270 3309 2418 4500 2408 6480 2834 4495 5162 511 102
2591,101 837 3381 2595 8038 1461 1429 2595 5301 3118 3698 5052 4142 7313 6574 5511 4567 102,101 679 833 837 3381 511 102
2592,101 4567 782 8038 4649 5502 6763 7755 4606 4495 3833 5052 4415 102,101 122 510 924 2898 2642 1905 4649 5502 3926 3815 680 2397 4246 8024 3926 3819 3198 3717 3946 679 2139 6814 7770 8024 679 6206 886 4500 1173 4080 2595 6814 1920 4638 3926 3815 772 1501 511 123 510 924 2844 1962 2642 1905 4649 5502 8024 679 6206 2831 2912 809 1350 2915 1327 8024 809 1048 4788 3971 5326 1355 2697 3381 511 124 510 2642 5442 1377 4959 4708 2160 3351 510 7481 3160 3382 6763 5653 6844 4638 3469 6574 6132 3302 8024 809 1048 3040 3092 2642 1905 511 125 510 6226 2526 868 2622 8024 6912 1048 4228 1915 8024 1075 2768 5679 1962 4638 4495 3833 739 2679 511 102
2593,101 4567 782 8038 7568 3491 1288 5564 855 1333 1728 102,101 2496 7568 3491 6901 1358 2235 3289 3274 1213 8024 2772 1905 754 2235 3289 855 4638 7568 3491 1358 1168 5288 1403 1327 5367 1213 3198 8024 1358 868 4500 3491 860 4638 1184 3175 1327 2418 1213 1872 1217 8024 5445 7568 3491 4638 1400 6956 5310 3354 1358 1168 2476 2418 1213 4638 868 4500 8024 3491 860 4638 1184 2235 6817 1220 6814 4923 704 8024 4685 6943 3491 860 4638 4746 3198 3181 6760 704 2552 855 754 3491 7313 4669 704 2552 974 1400 855 5390 8024 3634 3198 3491 860 1184 6956 711 3118 4157 8024 2476 2418 1213 904 711 1068 5688 1718 8024 3475 7313 7505 2372 8024 7942 7505 2372 5023 8024 2482 3289 1213 1469 1327 5367 1213 4638 2898 5330 868 4500 1377 772 4495 697 4905 2658 1105 8038 5735 1327 5367 3274 1213 6772 1920 8024 3300 1377 5543 2193 5636 3491 860 1184 3175 1847 7379 8024 3300 3198 738 1377 886 7568 3491 7313 4669 1400 4960 132 5735 3274 1213 679 5636 2193 5636 3491 860 7755 2835 8024 2476 2418 1213 904 4638 1068 5688 1718 8024 7505 2372 1377 3056 102
2594,101 1962 1355 782 5408 8038 7599 1730 102,101 3187 4294 1355 782 5408 102
2595,101 4567 782 8038 2207 1036 100 5341 1394 2519 4568 4307 102,101 4495 4415 2595 5503 5523 510 4868 5307 2595 5455 5465 510 6228 1213 7397 4809 510 6783 2228 5052 2810 2476 510 1914 7650 510 6117 5544 2460 2382 510 1914 2228 510 2228 2309 102
2596,101 4567 782 8038 856 7159 6117 4568 4568 4307 6629 1728 102,101 122 510 5335 4495 5162 100 807 6468 7397 4809 8020 122 8021 5335 4495 5162 100 5375 726 8038 7608 4289 704 5335 4495 5162 100 5375 2208 2772 5166 1912 5296 4212 2198 679 6639 8039 8020 123 8021 5499 1429 3119 7397 4809 8038 3453 7349 2595 7942 4561 510 2714 2595 5592 3811 510 5544 5505 3811 5023 8039 8020 124 8021 5335 4495 5162 100 5405 1265 7397 4809 8038 5498 4801 1265 510 5513 6139 4998 510 6890 837 2595 11942 118 5405 1265 6998 5375 726 4568 5023 511 3833 2595 5335 4495 5162 100 1121 2208 8024 2471 6629 5499 7159 1429 3119 1121 2208 1469 2228 7159 1872 1914 8024 2193 5636 6117 7159 7360 856 511 123 510 4508 4307 3178 5593 1216 5543 1121 6842 8020 122 8021 100 5375 726 8038 4508 4307 3178 5593 2772 4508 4307 5593 2797 3318 6428 1147 7370 4508 4307 3178 5593 8024 6890 837 1728 5162 2772 5632 6716 1048 4554 2193 5636 4508 4307 3178 5593 1355 5509 7397 4809 2772 2938 839 8039 8020 102
2597,101 4567 782 8038 100 5341 1394 2519 4495 3833 5052 4415 102,101 122 510 4495 3833 2418 6226 2526 8024 1227 6871 6844 2428 8024 924 6395 1041 6639 4717 4697 511 123 510 6844 2496 6817 1220 8024 809 679 1227 5168 711 2139 511 124 510 924 2898 1920 912 6858 4517 8024 2553 6206 3198 3302 4500 5353 3811 1177 511 125 510 2971 1169 860 7028 8024 809 1048 1217 7028 4567 2658 511 102
2598,101 4567 782 8038 5994 1227 7650 7608 4881 2555 102,101 122 510 3315 4567 2642 5442 6006 1377 1914 7608 6133 4660 7608 4289 8024 852 679 2139 6814 754 3996 5594 510 3141 3698 8024 2555 3779 5594 7945 4005 510 6789 6793 4246 4178 722 1501 511 1963 3779 4156 7608 1501 510 4294 6793 4125 7222 5023 511 7346 5994 2642 5442 4294 1166 7444 2555 6789 6793 1173 4080 510 3946 4246 1220 4125 839 7346 722 1501 511 123 510 2555 1102 5130 510 1108 1959 5763 5023 4495 1107 7608 4289 8024 2555 4170 6983 511 102
2599,101 4567 782 8038 4696 5826 2595 1068 5688 4142 3780 4545 6589 4500 102,101 3780 4545 6589 4500 1377 2100 1762 3209 3227 702 860 2345 2460 8024 1072 860 6589 4500 680 2792 6848 4638 1278 7368 510 3780 4545 3175 3428 510 1278 924 3124 5032 5023 3300 1068 511 102
2600,101 4567 782 8038 1912 7346 5593 3796 4307 6763 5299 5302 5489 4606 4500 5790 2844 4415 102,101 4507 754 1265 4545 5790 4289 2190 3633 2382 5301 5528 738 3300 671 2137 4638 2512 1510 8024 2215 1071 3221 1905 754 1872 3658 4307 2578 4638 3633 2382 5301 5528 8024 2792 809 4500 5790 1400 1377 5543 1139 4385 1392 4905 679 5679 1353 2418 511 2382 6224 4638 3300 6117 2207 3352 1121 2208 510 2626 2552 510 1445 1402 510 5592 3811 510 1366 5579 3971 4550 510 3688 1355 5564 5862 510 6117 2228 5023 511 1139 4385 679 5679 1353 2418 3198 7444 6206 1350 3198 1440 4761 1278 4495 750 809 1905 4415 511 102
